fips,population,county_reliability,broadband_cv,housing_cv,low_population_flag,very_low_population_flag
06017,191713.0,1.0,0.0086,0.0775,False,False
06019,1008280.0,1.0,0.0046,0.0243,False,False
06021,28657.0,0.994,0.0224,0.1575,False,False
06023,136132.0,1.0,0.0108,0.0574,False,False
06025,179578.0,1.0,0.0125,0.0814,False,False
06027,18829.0,0.811,0.028,0.2097,False,False
06029,906883.0,1.0,0.0045,0.0292,False,False
06031,152515.0,1.0,0.011,0.0959,False,False
06033,68024.0,1.0,0.0165,0.0955,False,False
06035,31873.0,0.986,0.0258,0.1484,False,False
06037,9936690.0,1.0,0.0016,0.0071,False,False
06039,157243.0,1.0,0.0117,0.0883,False,False
06041,260485.0,1.0,0.0052,0.0476,False,False
06043,17130.0,0.85,0.0366,0.198,False,False
06045,91145.0,1.0,0.0149,0.1025,False,False
06047,282290.0,1.0,0.0072,0.0536,False,False
06049,8651.0,0.683,0.0503,0.2835,False,False
06051,13219.0,0.675,0.0531,0.4458,False,False
06053,437609.0,1.0,0.0043,0.0358,False,False
06055,137384.0,1.0,0.0077,0.068,False,False
06057,102322.0,1.0,0.0137,0.0902,False,False
06059,3175227.0,1.0,0.0019,0.0141,False,False
06061,406608.0,1.0,0.0047,0.0423,False,False
06063,19650.0,0.833,0.031,0.2256,False,False
06065,2429487.0,1.0,0.0029,0.0206,False,False
06067,1579211.0,1.0,0.0022,0.0228,False,False
06069,64753.0,1.0,0.0096,0.1198,False,False
06071,2180563.0,1.0,0.0026,0.02,False,False
06073,3289701.0,1.0,0.0019,0.0151,False,False
06075,851036.0,1.0,0.0044,0.0245,False,False
06077,779445.0,1.0,0.0042,0.0279,False,False
06079,281712.0,1.0,0.0077,0.0443,False,False
06081,754250.0,1.0,0.003,0.0306,False,False
06083,445213.0,1.0,0.0046,0.032,False,False
06085,1916831.0,1.0,0.0021,0.0198,False,False
06087,268571.0,1.0,0.0068,0.0561,False,False
06089,181852.0,1.0,0.0083,0.0627,False,False
06091,2916.0,0.5,0.0932,1.0942,True,False
06093,44049.0,1.0,0.0164,0.0922,False,False
06095,450995.0,1.0,0.0041,0.0396,False,False
06097,488436.0,1.0,0.0041,0.0395,False,False
06099,552063.0,1.0,0.0052,0.0358,False,False
06101,99101.0,1.0,0.0103,0.0774,False,False
06103,65484.0,1.0,0.0208,0.1267,False,False
06105,15889.0,0.731,0.0409,0.3961,False,False
06107,473446.0,1.0,0.007,0.0465,False,False
06109,54993.0,1.0,0.0207,0.1381,False,False
06111,842009.0,1.0,0.0034,0.0281,False,False
06113,217141.0,1.0,0.007,0.0375,False,False
06115,81705.0,1.0,0.0133,0.0887,False,False
08001,520149.0,1.0,0.0042,0.0409,False,False
08003,16460.0,0.746,0.0241,0.235,False,False
08005,654453.0,1.0,0.0032,0.0329,False,False
08007,13509.0,0.726,0.0433,0.2383,False,False
08009,3496.0,0.5,0.0484,0.2915,True,False
08011,5561.0,0.6,0.0463,0.3962,False,False
08013,328658.0,1.0,0.0046,0.0316,False,False
08014,73946.0,1.0,0.0087,0.0905,False,False
08015,19564.0,0.748,0.0343,0.2118,False,False
08017,1726.0,0.5,0.0553,0.6079,True,False
08019,9403.0,0.629,0.035,0.3094,False,False
08021,7553.0,0.7,0.0432,0.2786,False,False
08023,3534.0,0.5,0.0542,0.3322,True,False
08025,5782.0,0.56,0.0505,0.3571,False,False
08027,4885.0,0.5,0.0654,0.5384,True,False
08029,31173.0,0.955,0.0278,0.1462,False,False
08031,710800.0,1.0,0.0042,0.0321,False,False
08033,2329.0,0.5,0.0972,1.0132,True,False
08035,360206.0,1.0,0.0034,0.0701,False,False
08037,55650.0,0.964,0.0207,0.1435,False,False
08039,26457.0,0.881,0.0125,0.2384,False,False
08041,730323.0,1.0,0.003,0.0384,False,False
08043,49107.0,0.989,0.0206,0.163,False,False
08045,61683.0,1.0,0.0168,0.1223,False,False
08047,5856.0,0.6,0.0602,0.4181,False,False
08049,15724.0,0.733,0.0478,0.2721,False,False
08051,17018.0,0.798,0.0322,0.2211,False,False
08053,911.0,0.2,0.1048,1.0638,True,True
08055,6896.0,0.6,0.0679,0.4134,False,False
08057,1440.0,0.5,0.1056,0.6774,True,False
08059,580519.0,1.0,0.0039,0.0374,False,False
08061,1347.0,0.5,0.0821,0.4974,True,False
08063,7039.0,0.613,0.0268,0.3202,False,False
08065,7403.0,0.6,0.0785,0.4464,False,False
08067,55983.0,1.0,0.0187,0.1162,False,False
08069,359363.0,1.0,0.0051,0.0448,False,False
08071,14422.0,0.85,0.0247,0.1851,False,False
08073,5583.0,0.611,0.0491,0.2864,False,False
08075,21302.0,0.754,0.0271,0.2635,False,False
08077,156131.0,1.0,0.0085,0.0736,False,False
08079,794.0,0.2,0.1061,0.6918,True,True
08081,13232.0,0.728,0.0318,0.2582,False,False
08083,26070.0,0.879,0.0278,0.2459,False,False
08085,42823.0,0.949,0.0177,0.1292,False,False
08087,29045.0,0.954,0.0147,0.1799,False,False
08089,18580.0,0.818,0.0315,0.1948,False,False
08091,4936.0,0.5,0.0407,0.2579,True,False
08093,17597.0,0.683,0.0331,0.29,False,False
08095,4493.0,0.5,0.0677,0.4649,True,False
08097,17325.0,0.675,0.0341,0.3016,False,False
08099,11968.0,0.75,0.0388,0.297,False,False
08101,168135.0,1.0,0.0089,0.0586,False,False
08103,6511.0,0.602,0.05,0.3582,False,False
08105,11442.0,0.682,0.0423,0.3928,False,False
08107,24944.0,0.838,0.0313,0.1697,False,False
08109,6454.0,0.675,0.0518,0.2861,False,False
08111,690.0,0.2,0.117,0.4799,True,True
08113,8082.0,0.7,0.036,0.1662,False,False
08115,2391.0,0.5,0.0579,0.3147,True,False
08117,30955.0,0.859,0.0408,0.1975,False,False
08119,24758.0,0.809,0.0226,0.2048,False,False
08121,4817.0,0.5,0.0304,0.2153,True,False
08123,331466.0,1.0,0.0056,0.0539,False,False
08125,9938.0,0.677,0.0276,0.2774,False,False
09110,977165.0,1.0,0.0036,0.0292,False,False
09120,326381.0,1.0,0.007,0.0396,False,False
09130,175244.0,1.0,0.0065,0.0886,False,False
09140,451887.0,1.0,0.0062,0.0441,False,False
09150,95687.0,1.0,0.0113,0.115,False,False
09160,112696.0,1.0,0.0103,0.0996,False,False
09170,571298.0,1.0,0.0049,0.0353,False,False
09180,280293.0,1.0,0.0067,0.0583,False,False
09190,620666.0,1.0,0.0046,0.0342,False,False
10001,182400.0,1.0,0.0091,0.0759,False,False
10003,570567.0,1.0,0.004,0.0399,False,False
10005,240668.0,1.0,0.0089,0.0951,False,False
11001,670587.0,1.0,0.0051,0.0234,False,False
12001,279729.0,1.0,0.0086,0.0441,False,False
12003,27969.0,0.78,0.0252,0.4115,False,False
12005,181055.0,1.0,0.0103,0.0696,False,False
12007,27816.0,0.861,0.0328,0.2146,False,False
12009,610723.0,1.0,0.0058,0.0476,False,False
12011,1940907.0,1.0,0.0034,0.0176,False,False
12013,13753.0,0.678,0.0455,0.2962,False,False
12015,189900.0,1.0,0.0096,0.0837,False,False
12017,155173.0,1.0,0.012,0.0893,False,False
12019,219650.0,1.0,0.0084,0.1058,False,False
12021,380221.0,1.0,0.0089,0.0593,False,False
12023,69832.0,1.0,0.0175,0.1392,False,False
12027,34258.0,0.867,0.0283,0.2054,False,False
12029,16737.0,0.745,0.0509,0.4053,False,False
12031,995708.0,1.0,0.0049,0.0257,False,False
12033,321296.0,1.0,0.0075,0.0468,False,False
12035,117515.0,1.0,0.0136,0.0932,False,False
12037,12276.0,0.682,0.0389,0.2956,False,False
12039,43746.0,0.946,0.0278,0.176,False,False
12041,18070.0,0.736,0.0342,0.2906,False,False
12043,12179.0,0.675,0.045,0.321,False,False
12045,15002.0,0.694,0.0424,0.2812,False,False
12047,13492.0,0.751,0.0438,0.2661,False,False
12049,25528.0,0.952,0.0377,0.1966,False,False
12051,39902.0,0.929,0.0316,0.1821,False,False
12053,196621.0,1.0,0.0084,0.0666,False,False
12055,102339.0,1.0,0.0188,0.1186,False,False
12057,1468560.0,1.0,0.0033,0.0215,False,False
12059,19529.0,0.756,0.0307,0.2782,False,False
12061,160986.0,1.0,0.0141,0.077,False,False
12063,47704.0,0.947,0.0227,0.1756,False,False
12065,14458.0,0.791,0.0376,0.2634,False,False
12067,8107.0,0.6,0.0623,0.4939,False,False
12069,386829.0,1.0,0.0078,0.0589,False,False
12071,772902.0,1.0,0.0053,0.0354,False,False
12073,294128.0,1.0,0.0071,0.0471,False,False
12075,43268.0,0.992,0.0249,0.1597,False,False
12077,7704.0,0.6,0.0682,0.4204,False,False
12079,17986.0,0.692,0.0393,0.2791,False,False
12081,405069.0,1.0,0.0079,0.058,False,False
12083,378225.0,1.0,0.0083,0.0552,False,False
12085,159399.0,1.0,0.0112,0.0931,False,False
12086,2688237.0,1.0,0.0036,0.0147,False,False
12087,82044.0,1.0,0.0142,0.0714,False,False
12089,91538.0,0.968,0.0141,0.1659,False,False
12091,212021.0,1.0,0.009,0.072,False,False
12093,39870.0,0.898,0.0281,0.2336,False,False
12095,1427403.0,1.0,0.004,0.0254,False,False
12097,393745.0,1.0,0.0097,0.0523,False,False
12099,1494805.0,1.0,0.0034,0.0259,False,False
12101,569211.0,1.0,0.0057,0.0526,False,False
12103,959918.0,1.0,0.0051,0.03,False,False
12105,736229.0,1.0,0.0068,0.0449,False,False
12107,73604.0,1.0,0.0158,0.1399,False,False
12109,278722.0,1.0,0.0086,0.0992,False,False
12111,334682.0,1.0,0.008,0.0574,False,False
12113,188994.0,1.0,0.0085,0.1316,False,False
12115,439392.0,1.0,0.0062,0.0497,False,False
12117,471321.0,1.0,0.0048,0.044,False,False
12119,131832.0,1.0,0.0158,0.1124,False,False
12121,43881.0,0.887,0.0328,0.2475,False,False
12123,21421.0,0.723,0.0511,0.3792,False,False
12125,15524.0,0.675,0.0322,0.4426,False,False
12127,558520.0,1.0,0.0063,0.0402,False,False
12129,33732.0,0.804,0.0288,0.3477,False,False
12131,76618.0,0.99,0.0216,0.1616,False,False
12133,25014.0,0.876,0.0262,0.2186,False,False
13001,18441.0,0.675,0.04,0.3811,False,False
13003,8265.0,0.651,0.0425,0.2772,False,False
13005,11138.0,0.675,0.052,0.3635,False,False
13007,2878.0,0.5,0.0892,1.2158,True,False
13009,43778.0,0.998,0.0243,0.1367,False,False
13011,18381.0,0.771,0.0298,0.2372,False,False
13013,84399.0,1.0,0.0102,0.1275,False,False
13015,109410.0,1.0,0.0189,0.1302,False,False
13017,17169.0,0.763,0.0521,0.2493,False,False
13019,18187.0,0.766,0.0362,0.2671,False,False
13021,156554.0,1.0,0.0114,0.0654,False,False
13023,12413.0,0.686,0.0471,0.2862,False,False
13025,18105.0,0.675,0.0475,0.3572,False,False
13027,16275.0,0.746,0.0576,0.2524,False,False
13029,44995.0,0.943,0.0213,0.2179,False,False
13031,79829.0,1.0,0.0177,0.0949,False,False
13033,24337.0,0.78,0.0404,0.2712,False,False
13035,25522.0,0.752,0.0363,0.2972,False,False
13037,5594.0,0.648,0.068,0.3187,False,False
13039,55105.0,0.987,0.017,0.1216,False,False
13043,10946.0,0.7,0.0427,0.2702,False,False
13045,120060.0,1.0,0.0109,0.1079,False,False
13047,68052.0,0.959,0.0131,0.1855,False,False
13049,12547.0,0.675,0.0512,0.3758,False,False
13051,296266.0,1.0,0.0085,0.0437,False,False
13053,9402.0,0.643,0.085,0.2485,False,False
13055,24902.0,0.837,0.0296,0.1882,False,False
13057,268567.0,1.0,0.0068,0.0964,False,False
13059,128864.0,1.0,0.0093,0.0462,False,False
13061,2855.0,0.5,0.0973,0.8511,True,False
13063,296312.0,1.0,0.01,0.0546,False,False
13065,6713.0,0.6,0.069,0.4216,False,False
13067,765813.0,1.0,0.0038,0.038,False,False
13069,43056.0,0.878,0.0304,0.2029,False,False
13071,45813.0,0.98,0.0265,0.1655,False,False
13073,156921.0,1.0,0.0127,0.1447,False,False
13075,17242.0,0.781,0.0385,0.2169,False,False
13077,147449.0,1.0,0.0115,0.1168,False,False
13079,12156.0,0.721,0.0473,0.3647,False,False
13081,20255.0,0.804,0.047,0.1964,False,False
13083,16239.0,0.731,0.034,0.3839,False,False
13085,27355.0,0.842,0.0227,0.406,False,False
13087,29063.0,0.892,0.0403,0.1773,False,False
13089,761209.0,1.0,0.005,0.0345,False,False
13091,19977.0,0.794,0.0481,0.197,False,False
13093,11236.0,0.711,0.0647,0.3822,False,False
13095,85038.0,1.0,0.015,0.0712,False,False
13097,144735.0,1.0,0.011,0.1086,False,False
13099,10753.0,0.745,0.0636,0.2668,False,False
13101,3707.0,0.5,0.1092,0.6586,True,False
13103,65314.0,0.968,0.0174,0.1584,False,False
13105,19570.0,0.845,0.0368,0.2104,False,False
13107,22907.0,0.815,0.03,0.2793,False,False
13109,10759.0,0.701,0.0471,0.292,False,False
13111,25436.0,0.863,0.0312,0.2715,False,False
13113,119259.0,1.0,0.0102,0.1106,False,False
13115,98541.0,1.0,0.0116,0.0852,False,False
13117,253225.0,1.0,0.0044,0.1,False,False
13119,23480.0,0.837,0.0271,0.2,False,False
13121,1061944.0,1.0,0.004,0.0279,False,False
13123,31519.0,0.86,0.0297,0.2116,False,False
13125,2903.0,0.5,0.0972,0.5803,True,False
13127,84566.0,1.0,0.0222,0.1133,False,False
13129,57785.0,0.902,0.0224,0.1937,False,False
13131,26075.0,0.909,0.0268,0.192,False,False
13133,19020.0,0.745,0.0299,0.2714,False,False
13135,957977.0,1.0,0.004,0.0374,False,False
13137,46326.0,0.93,0.0209,0.184,False,False
13139,204953.0,1.0,0.0083,0.0947,False,False
13141,8588.0,0.6,0.0905,0.3066,False,False
13143,30178.0,0.896,0.0297,0.2618,False,False
13145,34914.0,0.845,0.0251,0.304,False,False
13147,26110.0,0.795,0.0343,0.3019,False,False
13149,11489.0,0.72,0.0472,0.376,False,False
13151,240853.0,1.0,0.009,0.0909,False,False
13153,164117.0,1.0,0.0102,0.1157,False,False
13155,9487.0,0.6,0.0456,0.3507,False,False
13157,77033.0,0.995,0.014,0.153,False,False
13159,14882.0,0.741,0.0386,0.2989,False,False
13161,14791.0,0.675,0.0596,0.3752,False,False
13163,15591.0,0.751,0.0377,0.2257,False,False
13165,8704.0,0.6,0.0802,0.5355,False,False
13167,9225.0,0.659,0.0369,0.3349,False,False
13169,28382.0,0.883,0.0221,0.2316,False,False
13171,18676.0,0.689,0.0381,0.4061,False,False
13173,9964.0,0.615,0.0539,0.2818,False,False
13175,49407.0,0.973,0.0254,0.1115,False,False
13177,32968.0,0.915,0.019,0.1728,False,False
13179,65550.0,1.0,0.0166,0.1067,False,False
13181,7726.0,0.6,0.0601,0.3582,False,False
13183,16804.0,0.702,0.0374,0.2963,False,False
13185,118257.0,1.0,0.0159,0.0872,False,False
13187,33405.0,0.953,0.0268,0.1765,False,False
13189,21715.0,0.776,0.0361,0.1782,False,False
13191,11183.0,0.687,0.0487,0.2852,False,False
13193,12099.0,0.778,0.0567,0.2373,False,False
13195,30378.0,0.939,0.0214,0.2131,False,False
13197,7508.0,0.6,0.0705,0.3868,False,False
13199,20679.0,0.831,0.0372,0.2358,False,False
13201,5923.0,0.62,0.0687,0.276,False,False
13205,21634.0,0.85,0.0319,0.2048,False,False
13207,28287.0,0.791,0.0217,0.3886,False,False
13209,8687.0,0.627,0.0486,0.3757,False,False
13211,20171.0,0.699,0.0368,0.2999,False,False
13213,40063.0,0.961,0.0226,0.1705,False,False
13215,204572.0,1.0,0.0098,0.0544,False,False
13217,113298.0,1.0,0.0105,0.1216,False,False
13219,41978.0,0.896,0.0157,0.2308,False,False
13221,14974.0,0.688,0.0375,0.3281,False,False
13223,169898.0,0.995,0.0095,0.1562,False,False
13225,28054.0,0.932,0.0258,0.218,False,False
13227,33439.0,0.809,0.0194,0.2547,False,False
13229,19822.0,0.675,0.0422,0.5735,False,False
13231,19145.0,0.73,0.0265,0.2882,False,False
13233,43019.0,0.975,0.0256,0.1432,False,False
13235,9887.0,0.6,0.089,0.3452,False,False
13237,22206.0,0.675,0.0344,0.3001,False,False
13239,2180.0,0.5,0.1026,0.9726,True,False
13241,16915.0,0.77,0.0347,0.2246,False,False
13243,6365.0,0.603,0.0782,0.3478,False,False
13245,206153.0,1.0,0.0142,0.0519,False,False
13247,93641.0,1.0,0.0153,0.1077,False,False
13249,4565.0,0.5,0.0693,0.3659,True,False
13251,14026.0,0.704,0.0416,0.318,False,False
13253,9117.0,0.522,0.0571,0.3202,False,False
13255,67415.0,1.0,0.0207,0.1119,False,False
13257,26732.0,0.883,0.0283,0.2696,False,False
13259,5121.0,0.6,0.1079,0.4697,False,False
13261,29378.0,0.937,0.0378,0.162,False,False
13263,5793.0,0.6,0.0421,0.3592,False,False
13265,1635.0,0.474,0.1809,0.5022,True,False
13267,24309.0,0.721,0.037,0.3249,False,False
13269,7799.0,0.666,0.0682,0.2202,False,False
13271,12619.0,0.675,0.074,0.3393,False,False
13273,9004.0,0.639,0.0497,0.304,False,False
13275,45665.0,1.0,0.0192,0.1468,False,False
13277,41247.0,0.92,0.0302,0.1657,False,False
13279,26946.0,0.911,0.0343,0.1985,False,False
13281,12546.0,0.73,0.0371,0.2495,False,False
13283,6411.0,0.652,0.0791,0.3598,False,False
13285,69527.0,0.995,0.0186,0.0926,False,False
13287,8894.0,0.6,0.0735,0.302,False,False
13289,7955.0,0.6,0.0683,0.5611,False,False
13291,24880.0,0.766,0.0263,0.2502,False,False
13293,27638.0,0.852,0.0264,0.178,False,False
13295,68065.0,0.983,0.0184,0.1511,False,False
13297,97752.0,1.0,0.0129,0.1248,False,False
13299,35917.0,0.919,0.0372,0.1594,False,False
13301,5197.0,0.641,0.0779,0.319,False,False
13303,19975.0,0.74,0.0314,0.2611,False,False
